product_concept_key,product_name,core_family,product_form,sku_count,scent_identity_status,scent_identity_values,note_status,note_values,scent_profile_status,scent_profile_values,function_status,function_values,function_evidence_fields,scene_status,scene_values,scene_evidence_fields,user_need_status,user_need_values,user_need_evidence_fields,care_status,care_values,care_evidence_fields,inspiration_status,inspiration_evidence_fields,material_status,material_values,material_evidence_fields,craft_status,craft_evidence_fields,compatibility_status,evidence_field_count,evidence_fields,direct_semantic_dimension_count,manual_review_flags,source_url
HAIRORPHHMIST::奥费恩发香喷雾,奥费恩发香喷雾,个人香氛,发香喷雾,1,direct,奥费恩,direct,杜松子|茉莉|雪松|香豆,none,,direct,留香,formule_text,none,,,none,,,none,,,direct,story_text,none,,,none,,none,5,pdp_short_description|pdp_long_description|usage_tips_text|story_text|formule_text,4,usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/orphhmist-hair-mist.html
HANDCRE1::玫瑰香调护手霜,玫瑰香调护手霜,身体护理,护手霜,1,direct,玫瑰香调,direct,千叶玫瑰|大马士革玫瑰,none,,candidate,润肤,,none,,,none,,,none,,,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|formule_text,2,long_description_semantics_untyped|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/eau-rose-hand-cream-1.html
HANDCRE2::杜桑护手霜,杜桑护手霜,身体护理,护手霜,1,direct,杜桑,direct,晚香玉|橙花|茉莉,none,,candidate,润肤,,none,,,none,,,none,,,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|formule_text,2,long_description_semantics_untyped|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/do-son-hand-cream-45-ml-1.html
HANDCRE3::巴黎之水护手霜,巴黎之水护手霜,身体护理,护手霜,1,direct,巴黎之水,direct,佛手柑|广藿香|玫瑰,none,,candidate,润肤,,none,,,none,,,none,,,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|formule_text,2,long_description_semantics_untyped|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/creme-de-parfum-pour-les-mains-eau-capitale-45-ml-1.html
HANDCRE4::肌肤之花护手霜,肌肤之花护手霜,身体护理,护手霜,1,candidate,肌肤之花,direct,鸢尾|麝香|黄葵籽,none,,candidate,润肤,,none,,,none,,,none,,,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|formule_text,1,long_description_semantics_untyped|scent_identity_name_only|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/fleur-de-peau-hand-cream-45-ml-1.html
HANDCREBAUMEMAIN3::柔滑护手霜,柔滑护手霜,身体护理,护手霜,1,none,,none,,none,,direct,润肤|留香,formule_text,none,,,none,,,none,,,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|formule_text,1,formula_present_without_note_evidence|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/luxurious-hand-balm-45ml-3.html
HANDLOT1::丝绒护手乳,丝绒护手乳,身体护理,护手乳,1,none,,none,,none,,candidate,润肤,,none,,,none,,,none,,,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|formule_text,0,formula_present_without_note_evidence|long_description_semantics_untyped|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/velvet-hand-lotion-glass-1.html
HANDLOT2::丝绒护手乳补充装,丝绒护手乳补充装,身体护理,护手乳,1,none,,none,,none,,candidate,润肤,,none,,,none,,,none,,,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|formule_text,0,formula_present_without_note_evidence|long_description_semantics_untyped|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/refill-velvet-hand-lotion-1.html
HANDORPHHCREAM::奥费恩香氛护手霜,奥费恩香氛护手霜,身体护理,护手霜,1,candidate,奥费恩,direct,杜松子|茉莉|雪松|香豆,none,,candidate,润肤,,none,,,none,,,none,,,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|formule_text,1,long_description_semantics_untyped|scent_identity_name_only|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/orphhcream-hand-cream-1.html
HBSGELCN::佛手柑香调赋活洁肤露,佛手柑香调赋活洁肤露,身体护理,洁肤露,1,none,,none,,none,,direct,洁肤,pdp_short_description,none,,,none,,,none,,,none,,none,,,none,,none,3,pdp_short_description|pdp_long_description|usage_tips_text,1,formula_present_without_note_evidence|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/cleansing-hand-and-body-gel.html
HOMECANDLEPWT1::金色烛芯修剪器,金色烛芯修剪器,家居香氛,香氛蜡烛配饰,1,none,,none,,none,,candidate,扩香,,none,,,none,,,direct,修剪烛芯,pdp_short_description|usage_tips_text,none,,none,,,none,,none,3,pdp_short_description|pdp_long_description|usage_tips_text,1,care_instruction_not_product_function,https://www.diptyque-cn.com/p/gold-wick-trimmer-for-candles.html
HOMECANDLEPWT2::金色防烟灭烛罩,金色防烟灭烛罩,家居香氛,香氛蜡烛配饰,1,none,,none,,none,,candidate,扩香,,none,,,none,,,none,,,none,,none,,,none,,none,3,pdp_short_description|pdp_long_description|usage_tips_text,0,care_instruction_not_product_function|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/gold-snuffer-for-candles.html
HOMECARDIF1::圣日尔曼大道34号车载扩香器香氛套装,圣日尔曼大道34号车载扩香器香氛套装,家居香氛,车载扩香器,1,direct,圣日尔曼大道34号,none,,none,,direct,扩香,caracteristics_text|usage_tips_text,direct,车内,pdp_short_description|usage_tips_text,none,,,none,,,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,3,usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/car-diffuser-with-34-boulevard-saint-germain-insert-2.html
HOMECARDIF2::浆果香车载扩香器香氛套装,浆果香车载扩香器香氛套装,家居香氛,车载扩香器,1,direct,浆果香,none,,none,,direct,扩香,caracteristics_text|usage_tips_text,direct,车内,pdp_short_description|usage_tips_text,none,,,none,,,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,3,usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/car-diffuser-with-baies-insert.html
HOMECARDIF3::无花果车载扩香器香氛套装,无花果车载扩香器香氛套装,家居香氛,车载扩香器,1,direct,无花果,none,,none,,direct,扩香,caracteristics_text|usage_tips_text,direct,车内,pdp_short_description|usage_tips_text,none,,,none,,,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,3,usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/diffuseur-pour-la-voiture-et-sa-cartouche-parfumee-figuier-2.html
HOMECARDIF4::玫瑰车载扩香器香氛套装,玫瑰车载扩香器香氛套装,家居香氛,车载扩香器,1,direct,玫瑰,none,,none,,direct,扩香,caracteristics_text|usage_tips_text,direct,车内,pdp_short_description|usage_tips_text,none,,,none,,,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,3,usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/car-diffuser-with-roses-insert.html
HOMECARDIF5::含羞草车载扩香器香氛套装,含羞草车载扩香器香氛套装,家居香氛,车载扩香器,1,direct,含羞草,none,,none,,direct,扩香,caracteristics_text|usage_tips_text,direct,车内,pdp_short_description|usage_tips_text,none,,,none,,,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,3,usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/mimosa-car-diffuser-and-insert.html
HOMECARDIF6::玫瑰室内喷雾,玫瑰 - 室内喷雾,家居香氛,室内喷雾,1,direct,玫瑰,none,,direct,花香调,candidate,扩香,,none,,,none,,,none,,,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,long_description_semantics_untyped|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/roses-room-spray-2.html
HOMECOF3BG10::迷你香氛蜡烛礼盒甄选礼赠,迷你香氛蜡烛礼盒 - 甄选礼赠,家居香氛,迷你香氛蜡烛,1,none,,none,,none,,direct,留香,pdp_long_description,none,,,none,,,none,,,none,,none,,,none,,none,2,pdp_short_description|pdp_long_description,1,,https://www.diptyque-cn.com/p/set-of-mini-candles-berries-fig-tree-roses.html
HOMECULBUTOB::浆果香摇摆扩香器,浆果香 - 摇摆扩香器,家居香氛,室内香氛,1,direct,浆果香,none,,none,,candidate,扩香,,none,,,none,,,direct,清洁方法,usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,long_description_semantics_untyped,https://www.diptyque-cn.com/p/baies-berries-the-culbuto-oscillating-diffuser.html
HOMEELECDIFCN::电子扩香器,电子扩香器,家居香氛,电子扩香器,1,none,,none,,none,,direct,扩香,caracteristics_text|pdp_short_description|usage_tips_text,none,,,none,,,none,,,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,1,usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/un-air-de-diptyque-home-electric-diffuser.html
HOMEELECPLUG::便携式电子扩香器,便携式电子扩香器,家居香氛,电子扩香器,1,none,,none,,none,,direct,扩香|留香,caracteristics_text|pdp_long_description|pdp_short_description|usage_tips_text,none,,,none,,,none,,,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,1,usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/electric-wall-diffuser.html
HOMEFDC190::香氛蜡烛樱花,香氛蜡烛-樱花,家居香氛,经典香氛蜡烛,1,none,,none,,direct,花香调,candidate,扩香,,none,,,none,,,none,,,none,,none,,,none,,none,2,pdp_short_description|pdp_long_description,1,long_description_semantics_untyped,https://www.diptyque-cn.com/p/fleur-de-cerisier-190g.html
HOMEHGFOCARB2A::圣日尔曼大道34号扩香精,圣日尔曼大道34号扩香精,家居香氛,扩香精,1,direct,圣日尔曼大道34号,none,,direct,木质香调,direct,留香,caracteristics_text,none,,,none,,,none,,,direct,story_text,none,,,none,,none,5,pdp_short_description|pdp_long_description|usage_tips_text|story_text|caracteristics_text,4,usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/sablier-34-boulevard-saint-germain-2-1.html
HOMEHGFOCARB2B::晚香玉扩香精,晚香玉扩香精,家居香氛,扩香精,1,direct,晚香玉,none,,direct,花香调,direct,留香,caracteristics_text,none,,,none,,,none,,,direct,story_text,none,,,none,,none,5,pdp_short_description|pdp_long_description|usage_tips_text|story_text|caracteristics_text,4,usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/tubereuse-tuberose-hourglass-diffuser.html
HOMEHGFOCARB2C::玫瑰扩香精,玫瑰扩香精,家居香氛,扩香精,1,direct,玫瑰,none,,direct,花香调,direct,留香,caracteristics_text,none,,,none,,,none,,,direct,story_text,none,,,none,,none,5,pdp_short_description|pdp_long_description|usage_tips_text|story_text|caracteristics_text,4,usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/sablier-roses-2-1.html
HOMEHGFOCARB2D::希腊无花果扩香精,希腊无花果扩香精,家居香氛,扩香精,1,candidate,希腊无花果,none,,direct,果香调,direct,留香,caracteristics_text|pdp_long_description,none,,,none,,,none,,,direct,story_text,none,,,none,,none,5,pdp_short_description|pdp_long_description|usage_tips_text|story_text|caracteristics_text,3,scent_identity_name_only|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/sablier-figuier-2-1.html
HOMEHGFOCARB2E::橙花扩香精,橙花扩香精,家居香氛,扩香精,1,direct,橙花,none,,direct,花香调,direct,留香,caracteristics_text,none,,,none,,,none,,,direct,story_text,none,,,none,,none,5,pdp_short_description|pdp_long_description|usage_tips_text|story_text|caracteristics_text,4,usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/sablier-fleur-d-oranger-2-1.html
HOMEHGFOCARB2F::生姜扩香精,生姜扩香精,家居香氛,扩香精,1,candidate,生姜,none,,direct,辛香调,direct,留香,caracteristics_text|pdp_long_description,none,,,none,,,none,,,direct,story_text,none,,,none,,none,5,pdp_short_description|pdp_long_description|usage_tips_text|story_text|caracteristics_text,3,scent_identity_name_only|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/gingembre-ginger-hourglass-diffuser-2-1.html
HOMEHGFOCARB2G::圣日尔曼大道34号香氛皂,圣日尔曼大道34号 - 香氛皂,身体护理,香氛皂,1,direct,圣日尔曼大道34号,none,,direct,木质香调,candidate,洁肤,,none,,,none,,,none,,,direct,story_text,none,,,none,,none,4,pdp_short_description|pdp_long_description|story_text|formule_text,3,,https://www.diptyque-cn.com/p/savon-34-boulevard-saint-germain-1.html
HOMEHGFOCARB2H::感官之水香氛皂,感官之水 - 香氛皂,身体护理,香氛皂,1,direct,感官之水,direct,广藿香|当归根|杜松子|橙花,none,,candidate,洁肤,,none,,,none,,,none,,,direct,story_text,none,,,none,,none,4,pdp_short_description|pdp_long_description|story_text|formule_text,3,,https://www.diptyque-cn.com/p/eau-des-sens.html
HOMEHGFOCARB2I::圣日尔曼大道34号扩香精补充瓶,圣日尔曼大道34号扩香精补充瓶,家居香氛,扩香精,1,direct,圣日尔曼大道34号,none,,direct,木质香调,candidate,扩香,,none,,,none,,,none,,,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,long_description_semantics_untyped|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/sablier-34-boulevard-saint-germain-recharge-2-1.html
HOMEHGFOCARB2J::晚香玉扩香精补充瓶,晚香玉扩香精补充瓶,家居香氛,扩香精,1,direct,晚香玉,none,,direct,花香调,candidate,扩香,,none,,,none,,,none,,,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,long_description_semantics_untyped|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/tubereuse-tuberose-hourglass-diffuser-refill.html
HOMEHGFOCARB2K::希腊无花果扩香精补充瓶,希腊无花果扩香精补充瓶,家居香氛,扩香精,1,candidate,希腊无花果,none,,direct,果香调,direct,留香,pdp_long_description,none,,,none,,,none,,,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,scent_identity_name_only|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/figuier-fig-tree-hourglass-diffuser-refill-2-1.html
HOMEHGFOCARB2L::玫瑰扩香精补充瓶,玫瑰扩香精补充瓶,家居香氛,扩香精,1,direct,玫瑰,none,,direct,花香调,candidate,扩香,,none,,,none,,,none,,,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,long_description_semantics_untyped|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/roses-hourglass-diffuser-refill-2-1.html
HOMEHGFOCARB2M::橙花扩香精补充瓶,橙花扩香精补充瓶,家居香氛,扩香精,1,candidate,橙花,none,,direct,花香调,candidate,扩香,,none,,,none,,,none,,,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,1,long_description_semantics_untyped|scent_identity_name_only|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/fleur-d-oranger-orange-blossom-hourglass-diffuser-refill-2-1.html
HOMEHGFOCARB2N::含羞草室内扩香摆件补充装,含羞草 - 室内扩香摆件补充装,家居香氛,室内扩香摆件,1,direct,含羞草,none,,direct,花香调,candidate,扩香,,none,,,none,,,none,,,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,long_description_semantics_untyped|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/mimosa-home-fragrance-diffuser-refill.html
HOMEHGFOCARB2O::浆果香室内扩香摆件补充装,浆果香 - 室内扩香摆件补充装,家居香氛,室内扩香摆件,1,direct,浆果香,none,,direct,果香调,candidate,扩香,,none,,,none,,,none,,,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,long_description_semantics_untyped|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/baies-berries-home-fragrance-diffuser-refill.html
HOMEHGFOCARB2P::杜桑香氛皂,杜桑 - 香氛皂,身体护理,香氛皂,1,direct,杜桑,direct,晚香玉|橙花|茉莉,none,,direct,留香,pdp_long_description,none,,,none,,,none,,,direct,story_text,none,,,none,,none,4,pdp_short_description|pdp_long_description|story_text|formule_text,4,,https://www.diptyque-cn.com/p/do-son-perfumed-soap-1.html
HOMELDDRGDISHSOAP1::橙花餐具清洁液,橙花餐具清洁液,家居香氛,餐具清洁液,1,candidate,橙花,none,,none,,candidate,洁肤,,none,,,none,,,direct,清洁方法,usage_tips_text,direct,story_text,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|story_text,2,scent_identity_name_only,https://www.diptyque-cn.com/p/dishwashing-liquid-with-orange-blossom-500ml.html
HOMELDDRGDISHSOAP2::橙花餐具清洁液补充装,橙花餐具清洁液补充装,家居香氛,餐具清洁液,1,candidate,橙花,none,,none,,candidate,洁肤,,none,,,none,,,direct,清洁方法,usage_tips_text,direct,story_text,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|story_text,2,scent_identity_name_only,https://www.diptyque-cn.com/p/refill-dishwashing-liquid-with-orange-blossom-500ml.html
HOMELDDRGLEATHWOOD::蜂蜡皮革及木制品护理剂,蜂蜡皮革及木制品护理剂,家居香氛,护理剂,1,none,,none,,none,,none,,,none,,,none,,,none,,,direct,story_text,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|story_text,1,usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/leather-and-wood-care-lotion-with-beeswax-250ml.html
HOMELDDRGMULTCLEAN1::多用途家居清洁喷雾,多用途家居清洁喷雾,家居香氛,清洁喷雾,1,none,,none,,none,,direct,留香,pdp_long_description|usage_tips_text,none,,,none,,,direct,清洁方法,usage_tips_text,direct,story_text,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|story_text,3,,https://www.diptyque-cn.com/p/multi-surface-cleaner-with-vinegar-500ml.html
HOMELDDRGMULTCLEAN2::多用途家居清洁喷雾补充装,多用途家居清洁喷雾补充装,家居香氛,清洁喷雾,1,none,,none,,none,,direct,留香,pdp_long_description|usage_tips_text,none,,,none,,,direct,清洁方法,usage_tips_text,direct,story_text,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|story_text,3,,https://www.diptyque-cn.com/p/refill-multi-surface-cleaner-with-vinegar-500ml.html
HOMELDDRGODORCANDL::罗勒除味蜡烛,罗勒除味蜡烛,家居香氛,室内香氛,1,none,,none,,none,,direct,蜡烛养护,usage_tips_text,none,,,none,,,direct,修剪烛芯|控制燃烧时长|无人照看警示|首次燃烧,caracteristics_text|usage_tips_text,direct,story_text,none,,,none,,none,5,pdp_short_description|pdp_long_description|usage_tips_text|story_text|caracteristics_text,3,,https://www.diptyque-cn.com/p/odor-removing-candle-with-basil-190g.html
HOMEREEDDIFRO::玫瑰室内扩香摆件补充装,玫瑰室内扩香摆件补充装,家居香氛,室内扩香摆件,1,direct,玫瑰,none,,direct,花香调,candidate,扩香,,none,,,none,,,none,,,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,long_description_semantics_untyped|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/roses-home-fragrance-diffuser-refill-1.html
HOMEREEDREFILL200A::圣日尔曼大道34号室内扩香摆件补充装,圣日尔曼大道34号室内扩香摆件补充装,家居香氛,室内扩香摆件,1,direct,圣日尔曼大道34号,none,,direct,木质香调,candidate,扩香,,none,,,none,,,none,,,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,long_description_semantics_untyped|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/34-boulevard-saint-germain-home-fragrance-diffuser-refill-1.html
HOMEREEDREFILL200D::雪松木衣物香氛陶瓷家居清洁护理系列,雪松木衣物香氛陶瓷 - 家居清洁护理系列,家居香氛,室内香氛,1,none,,none,,none,,candidate,扩香,,none,,,none,,,none,,,direct,story_text,none,,,none,,none,3,pdp_short_description|pdp_long_description|story_text,1,,https://www.diptyque-cn.com/p/ceramic-for-wool-and-delicate-textiles-with-cedarwood.html
HOMEREEDREFILL200E::浆果香摇摆扩香器补充装,浆果香 - 摇摆扩香器补充装,家居香氛,室内香氛,1,direct,浆果香,none,,none,,candidate,扩香,,none,,,none,,,none,,,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,1,long_description_semantics_untyped|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/baies-berries-refill-for-the-culbuto-oscillating-diffuser.html
HOMEREEDREFILL200F::无花果室内扩香摆件补充装,无花果室内扩香摆件补充装,家居香氛,室内扩香摆件,1,direct,无花果,none,,direct,果香调,candidate,扩香,,none,,,none,,,none,,,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,long_description_semantics_untyped|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/fig-tree-home-fragrance-diffuser-refill.html
HOMEREEDREFILL200H::玫瑰香调香氛皂,玫瑰香调 - 香氛皂,身体护理,香氛皂,1,direct,玫瑰香调,direct,千叶玫瑰|大马士革玫瑰,none,,candidate,洁肤,,none,,,none,,,none,,,direct,story_text,none,,,none,,none,4,pdp_short_description|pdp_long_description|story_text|formule_text,3,,https://www.diptyque-cn.com/p/eau-rose-perfumed-soap.html
HOMEREEDREFILL2L2::浆果香室内扩香摆件补充瓶,浆果香室内扩香摆件补充瓶,家居香氛,室内扩香摆件,1,candidate,浆果香,none,,direct,果香调,candidate,扩香,,none,,,direct,营造氛围,pdp_long_description,direct,首次燃烧,usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,3,scent_identity_name_only,https://www.diptyque-cn.com/p/refreedb2l-home-fragrance-diffuser-refill.html
HOMEREEDREFILL2L3::圣日尔曼大道34号室内扩香摆件补充瓶,圣日尔曼大道34号室内扩香摆件补充瓶,家居香氛,室内扩香摆件,1,candidate,圣日尔曼大道34号,none,,direct,木质香调,candidate,扩香,,none,,,direct,营造氛围,pdp_long_description,direct,首次燃烧,usage_tips_text,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,3,scent_identity_name_only,https://www.diptyque-cn.com/p/refreed34b2l-home-fragrance-diffuser-refill.html
HOMERSP1::圣日尔曼大道34号室内喷雾,圣日尔曼大道34号室内喷雾,家居香氛,室内喷雾,1,direct,圣日尔曼大道34号,none,,direct,木质香调,candidate,扩香,,none,,,none,,,none,,,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,formula_present_without_note_evidence|long_description_semantics_untyped|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/34-boulevard-saint-germain-room-spray-1.html
HOMERSP2::生姜室内喷雾,生姜室内喷雾,家居香氛,室内喷雾,1,candidate,生姜,none,,direct,辛香调,candidate,扩香,,none,,,none,,,none,,,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,1,long_description_semantics_untyped|scent_identity_name_only|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/gingembre-ginger-room-spray.html
HOMERSP3::含羞草室内喷雾,含羞草室内喷雾,家居香氛,室内喷雾,1,direct,含羞草,none,,direct,花香调,candidate,扩香,,none,,,none,,,none,,,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,long_description_semantics_untyped|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/vaporisateur-d-interieur-mimosa-1.html
HOMERSP4::玫瑰香调固体香膏,玫瑰香调 - 固体香膏,个人香氛,香膏,1,direct,玫瑰香调,direct,千叶玫瑰|大马士革玫瑰,none,,candidate,便携补香,,none,,,none,,,none,,,none,,none,,,none,,none,3,pdp_short_description|pdp_long_description|usage_tips_text,2,long_description_semantics_untyped|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/eau-rose-refillable-solid-perfume-2.html
HOMERSP5::杜桑固体香膏,杜桑 - 固体香膏,个人香氛,香膏,1,direct,杜桑,direct,晚香玉|橙花|茉莉,direct,海洋香调,candidate,便携补香,,none,,,none,,,none,,,none,,none,,,none,,none,3,pdp_short_description|pdp_long_description|usage_tips_text,3,long_description_semantics_untyped|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/do-son-refillable-solid-perfume-4.html
HOMERSP6::奥费恩固体香膏,奥费恩 - 固体香膏,个人香氛,香膏,1,direct,奥费恩,direct,杜松子|茉莉|雪松|零陵香豆,none,,candidate,便携补香,,none,,,none,,,none,,,none,,none,,,none,,none,3,pdp_short_description|pdp_long_description|usage_tips_text,2,long_description_semantics_untyped|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/orpheon-refillable-solid-perfume.html
HOMERSP7::生姜扩香精补充瓶,生姜 - 扩香精补充瓶,家居香氛,扩香精,1,candidate,生姜,none,,direct,辛香调,direct,留香,pdp_long_description,none,,,none,,,none,,,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,scent_identity_name_only|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/gingembre-ginger-hourglass-diffuser-refill-2-1.html
HOMERSP8::浆果香扩香精,浆果香 - 扩香精,家居香氛,扩香精,1,direct,浆果香,none,,direct,果香调,direct,留香,caracteristics_text,none,,,none,,,none,,,direct,story_text,none,,,none,,none,5,pdp_short_description|pdp_long_description|usage_tips_text|story_text|caracteristics_text,4,usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/baies-berries-hourglass-diffuser-1.html
HOMERSP9::含羞草扩香精,含羞草 - 扩香精,家居香氛,扩香精,1,direct,含羞草,none,,direct,花香调,direct,留香,caracteristics_text,none,,,none,,,none,,,direct,story_text,none,,,none,,none,5,pdp_short_description|pdp_long_description|usage_tips_text|story_text|caracteristics_text,4,usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/mimosa-hourglass-diffuser-1.html
HOMERSP::无花果室内喷雾,无花果 - 室内喷雾,家居香氛,室内喷雾,1,direct,无花果,none,,direct,果香调,candidate,扩香,,none,,,none,,,none,,,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,long_description_semantics_untyped|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/figuier-fig-tree-room-spray.html
HOMERSP::浆果香室内喷雾,浆果香 - 室内喷雾,家居香氛,室内喷雾,1,direct,浆果香,none,,direct,果香调,candidate,扩香,,none,,,none,,,none,,,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,formula_present_without_note_evidence|long_description_semantics_untyped|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/baies-berries-room-spray.html
HOMERSP::琥珀室内喷雾,琥珀 - 室内喷雾,家居香氛,室内喷雾,1,direct,琥珀,none,,direct,木质香调,candidate,扩香,,none,,,none,,,none,,,none,,none,,,none,,none,4,pdp_short_description|pdp_long_description|usage_tips_text|caracteristics_text,2,long_description_semantics_untyped|usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/ambre-amber-room-spray.html
HOMESCO1::圣日尔曼大道34号室内香氛蜡,圣日尔曼大道34号室内香氛蜡,家居香氛,室内香氛蜡,1,direct,圣日尔曼大道34号,none,,direct,木质香调,direct,留香,story_text,direct,车内,usage_tips_text,none,,,none,,,direct,story_text,none,,,none,,none,5,pdp_short_description|pdp_long_description|usage_tips_text|story_text|caracteristics_text,5,usage_text_requires_instruction_review,https://www.diptyque-cn.com/p/palet-parfume-34-boulevard-saint-germain-1.html
